apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +135,Please enter default currency in Company Master,"Por favor, ingrese la moneda por defecto en la compañía principal"
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +215,Middle Income,Ingresos Medio
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py +280,Sales Invoice {0} has already been submitted,Factura {0} ya se ha presentado
DocType: Employee Education,Year of Passing,Año de Fallecimiento
DocType: Quotation,Rate at which customer's currency is converted to company's base currency,Tasa a la cual la Moneda del Cliente se convierte a la moneda base de la compañía
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +717,Manufacturing Quantity is mandatory,Cantidad de Fabricación es obligatoria
DocType: Serial No,AMC Expiry Date,AMC Fecha de caducidad
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +137,Row {0}: Party Type and Party is required for Receivable / Payable account {1},Fila {0}: el tipo de entidad se requiere para las cuentas por cobrar/pagar {1}
DocType: Sales Invoice,Total Billing Amount,Monto total de facturación
DocType: Branch,Branch,Rama
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +40,Pension Funds,Fondos de Pensiones
DocType: Shipping Rule,example: Next Day Shipping,ejemplo : Envío Día Siguiente
DocType: Work Order,Actual Operating Cost,Costo de operación actual
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +30,Cannot convert Cost Center to ledger as it has child nodes,"No se puede convertir de 'Centros de Costos' a una cuenta del libro mayor, ya que tiene cuentas secundarias"
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +125,Telephone Expenses,Gastos por Servicios Telefónicos
apps/erpnext/erpnext/accounts/doctype/monthly_distribution/monthly_distribution.py +26,Percentage Allocation should be equal to 100%,Porcentaje de asignación debe ser igual al 100 %
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +188,Against Journal Entry {0} is already adjusted against some other voucher,Contra la Entrada de Diario entrada {0} ya se ajusta contra algún otro comprobante
DocType: Holiday,Holiday,Feriado
DocType: Work Order Operation,Completed Qty,Cant. Completada
DocType: Salary Slip,Net Pay (in words) will be visible once you save the Salary Slip.,Pago neto (en palabras) será visible una vez que guarde la nómina.
DocType: POS Profile,POS Profile,Perfiles POS
apps/erpnext/erpnext/config/selling.py +86,Rules for adding shipping costs.,Reglas para la adición de los gastos de envío .
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +200,Item Code required at Row No {0},Código del producto requerido en la fila No. {0}
DocType: SMS Log,No of Requested SMS,No. de SMS solicitados
apps/erpnext/erpnext/utilities/user_progress.py +146,Nos,Números
DocType: Employee,Short biography for website and other publications.,Breve biografía de la página web y otras publicaciones.
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +257,Leave of type {0} cannot be longer than {1},Permiso de tipo {0} no puede tener más de {1}
,Sales Browser,Navegador de Ventas
DocType: Employee,Contact Details,Datos del Contacto
apps/erpnext/erpnext/stock/utils.py +243,Warehouse {0} does not belong to company {1},Almacén {0} no pertenece a la empresa {1}
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +81,The Item {0} cannot have Batch,El artículo {0} no puede tener lotes
DocType: Employee Leave Approver,Users who can approve a specific employee's leave applications,Los usuarios que pueden aprobar las solicitudes de licencia de un empleado específico
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +284,For Quantity (Manufactured Qty) is mandatory,Por Cantidad (Cantidad fabricada) es obligatorio
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +611,cannot be greater than 100,No puede ser mayor que 100
DocType: Maintenance Visit,Customer Feedback,Comentarios del cliente
DocType: Purchase Receipt Item Supplied,Required Qty,Cant. Necesaria
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +990,Delivery Note,Notas de Entrega
DocType: Bin,Stock Value,Valor de Inventario
DocType: Purchase Invoice,In Words (Company Currency),En palabras (Moneda Local)
DocType: Website Item Group,Website Item Group,Grupo de Artículos del Sitio Web
DocType: Item,Supply Raw Materials for Purchase,Materiales Suministro primas para la Compra
apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py +163,Series Updated Successfully,Serie actualizado correctamente
DocType: Opportunity,Opportunity Date,Oportunidad Fecha
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.js +7,There was an error. One probable reason could be that you haven't saved the form. Please contact support@erpnext.com if the problem persists.,"Ha ocurrido un error . Una razón probable podría ser que usted no ha guardado el formulario. Por favor, póngase en contacto con support@erpnext.com si el problema persiste."
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +75,Max discount allowed for item: {0} is {1}%,Descuento máximo permitido para cada elemento: {0} es {1}%
,POS,POS
apps/erpnext/erpnext/hr/doctype/payroll_period/payroll_period.py +19,End Date can not be less than Start Date,Fecha Final no puede ser inferior a Fecha de Inicio
DocType: Leave Control Panel,Please select Carry Forward if you also want to include previous fiscal year's balance leaves to this fiscal year,"Por favor seleccione trasladar, si usted desea incluir los saldos del año fiscal anterior a este año"
DocType: Bank Account,Contact HTML,HTML del Contacto
DocType: Shipping Rule,Calculate Based On,Calcular basado en
DocType: Work Order,Qty To Manufacture,Cantidad Para Fabricación
DocType: BOM Item,Basic Rate (Company Currency),Precio Base (Moneda Local)
apps/erpnext/erpnext/accounts/report/accounts_receivable_summary/accounts_receivable_summary.py +50,Total Outstanding Amt,Monto Total Soprepasado
apps/erpnext/erpnext/selling/report/customer_credit_balance/customer_credit_balance.py +47,Outstanding Amt,Monto Sobrepasado
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +231,Row {0}: Credit entry can not be linked with a {1},Fila {0}: Crédito no puede vincularse con {1}
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +133,Credit Card,Tarjeta de Crédito
apps/erpnext/erpnext/accounts/party.py +288,Accounting entries have already been made in currency {0} for company {1}. Please select a receivable or payable account with currency {0}.,Partidas contables ya han sido realizadas en {0} para la empresa {1}. Por favor seleccione una cuenta por cobrar o pagar con moneda {0}
apps/erpnext/erpnext/utilities/transaction_base.py +97,Duplicate row {0} with same {1},Duplicar fila {0} con el mismo {1}
DocType: Leave Application,Leave Application,Solicitud de Vacaciones
apps/erpnext/erpnext/accounts/doctype/payment_order/payment_order.js +39,For Supplier,Por proveedor
apps/erpnext/erpnext/config/maintenance.py +17,Visit report for maintenance call.,Informe de visita por llamada de mantenimiento .
apps/erpnext/erpnext/config/selling.py +118,Manage Sales Person Tree.,Vista en árbol para la administración de las categoría de vendedores
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +33,New Serial No cannot have Warehouse. Warehouse must be set by Stock Entry or Purchase Receipt,El numero de serie no tiene almacén. el almacén debe establecerse por entradas de stock o recibos de compra
apps/erpnext/erpnext/accounts/doctype/shipping_rule/shipping_rule.py +148,Overlapping conditions found between:,Condiciones coincidentes encontradas entre :
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py +49,Please specify a valid 'From Case No.',"Por favor, especifique 'Desde el caso No.' válido"
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +1064,Item or Warehouse for row {0} does not match Material Request,Artículo o Almacén para la fila {0} no coincide Solicitud de material
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +237,'Total','Total'
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +12,Debtors,Deudores
DocType: Territory,Set Item Group-wise budgets on this Territory. You can also include seasonality by setting the Distribution.,Establecer presupuestos - Grupo sabio artículo en este Territorio. También puede incluir la estacionalidad mediante el establecimiento de la Distribución .
DocType: Territory,For reference,Por referencia
DocType: Sales Person,All Sales Transactions can be tagged against multiple **Sales Persons** so that you can set and monitor targets.,Todas las transacciones de venta se pueden etiquetar contra múltiples **vendedores ** para que pueda establecer y monitorear metas.
apps/erpnext/erpnext/projects/doctype/timesheet/timesheet.js +49,Make Salary Slip,Hacer Nómina
DocType: Purchase Invoice,Rounded Total (Company Currency),Total redondeado (Moneda local)
DocType: Item,Default BOM,Solicitud de Materiales por Defecto
,Delivery Note Trends,Tendencia de Notas de Entrega
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +222,Serial No {0} has already been received,Número de orden {0} ya se ha recibido
apps/erpnext/erpnext/stock/doctype/item/item.py +510,{0} entered twice in Item Tax,{0} ingresado dos veces en el Impuesto del producto
apps/erpnext/erpnext/config/projects.py +13,Project master.,Proyecto maestro
apps/erpnext/erpnext/accounts/doctype/shipping_rule/shipping_rule.py +39,"There can only be one Shipping Rule Condition with 0 or blank value for ""To Value""","Sólo puede haber una Condición de Regla de Envió  con valor 0 o valor en blanco para ""To Value"""
DocType: Item Group,Item Group Name,Nombre del grupo de artículos
DocType: Purchase Taxes and Charges,On Net Total,En Total Neto
DocType: Account,Root Type,Tipo Root
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +150,Reference No & Reference Date is required for {0},Se requiere de No de Referencia y Fecha de Referencia para {0}
apps/erpnext/erpnext/hr/doctype/employee/employee.py +151,Please enter relieving date.,"Por favor, introduzca la fecha de recepción."
DocType: Sales Order Item,Gross Profit,Utilidad bruta
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +96,Warehouse not found in the system,Almacén no se encuentra en el sistema
,Serial No Status,Número de orden Estado
DocType: Blanket Order Item,Ordered Quantity,Cantidad Pedida
DocType: Item,UOMs,Unidades de Medida
DocType: Purchase Invoice Item,Price List Rate (Company Currency),Tarifa de la lista de precios (Moneda Local)
DocType: Monthly Distribution,Distribution Name,Nombre del Distribución
DocType: Journal Entry Account,Sales Order,Órdenes de Venta
DocType: Purchase Invoice Item,Weight UOM,Peso Unidad de Medida
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +197,Work-in-Progress Warehouse is required before Submit,Se requiere un Almacen de Trabajo en Proceso antes de Enviar
DocType: Production Plan,Get Sales Orders,Recibe Órdenes de Venta
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +203,Serial No {0} quantity {1} cannot be a fraction,Número de orden {0} {1} cantidad no puede ser una fracción
DocType: Employee,Applicable Holiday List,Lista de Días Feriados Aplicable
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py +132,Successfully Reconciled,Reconciliado con éxito
DocType: Payroll Entry,Select Employees,Seleccione Empleados
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +94,Stock transactions before {0} are frozen,Operaciones de Inventario antes de {0} se congelan
DocType: Purchase Invoice Item,Net Rate (Company Currency),Tasa neta (Moneda Local)
DocType: Period Closing Voucher,Closing Account Head,Cuenta de cierre principal
apps/erpnext/erpnext/selling/report/inactive_customers/inactive_customers.py +72,Days Since Last Order,Días desde el último pedido
DocType: Item Default,Default Buying Cost Center,Centro de Costos Por Defecto
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +257,Maintenance Visit {0} must be cancelled before cancelling this Sales Order,Visita de Mantenimiento {0} debe ser cancelado antes de cancelar la Orden de Ventas
DocType: Rename Tool,"Attach .csv file with two columns, one for the old name and one for the new name","Adjuntar archivo .csv con dos columnas, una para el nombre antiguo y otro para el nombre nuevo"
DocType: Depreciation Schedule,Schedule Date,Horario Fecha
DocType: UOM,UOM Name,Nombre Unidad de Medida
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +256,Target warehouse is mandatory for row {0},Almacenes de destino es obligatorio para la fila {0}
DocType: Landed Cost Voucher,Get Items From Purchase Receipts,Obtener los elementos desde Recibos de Compra
DocType: Item,Serial Number Series,Número de Serie Serie
DocType: Sales Invoice,Product Bundle Help,Ayuda del conjunto/paquete de productos
DocType: Currency Exchange,Specify Exchange Rate to convert one currency into another,Especificar Tipo de Cambio para convertir una moneda en otra
Accounts Settings, Configuración de Cuentas,
Add Blog Category, Agregar Categoría de Blog,
Define Asset Category, Definir Categoría de Activo,
Create an Asset Item, Crear un Bien de Activo,
Purchase an Asset, Comprar un Activo,
Configure Buying Settings., Configurar Opciones de Compras.,
Review Chart of Accounts, Revisar el Catálogo de Cuentas,
Check Stock Ledger, Consultar el Registro de Existencias,
Set Up a Company, Configurar una Empresa,
Configure Account Settings, Configurar Opciones de Cuenta,
Cost Centers for Budgeting and Analysis, Centros de Costo para Presupuestos y Análisis,
Create a Customer, Crear un Cliente,
Create a Fixed Asset Item, Crear un Bien de Activo Fijo,
Track Material Request, Seguir las Solicitudes de Material,
Create a Sales Item, Crear un Producto de Venta,
Create your first Quotation, Crear tu primera Cotización,
Create a Sales Order, Crear una Orden de Venta,
Manage Stock Movements, Gestionar Movimientos de Existencias,
Create a Supplier,Crear un Proveedor,
Setup a Warehouse,Configurar un Almacén,
Create an Asset,Crear un Activo,
Create an Asset Category,Crear una Categoría de Activo,
Create an Item,Crear un Producto,
Create and Send Quotation,Crear y Enviar Cotización,
Create Blogger,Crear Blogger,
Bill of Materials,Lista de Materiales,
Create Lead,Crear Cliente Potencial,
Create Opportunity,Crear Oportunidad,
Finished Items,Productoss Terminados,
Create Raw Materials,Crear Materia Prima,
Create Your First Purchase Invoice ,Crear tu primera Factura de Compra,
Create first Purchase Order, Crear tu primera Orden de Compra,
Create Your First Sales Invoice , Crear tu primera Factura de Venta,
Create your first Sales Order, Crear tu primera Orden de Venta,
CRM Settings, Configuración de CRM,
Custom Document Types, Tipos de Documentos Personalizados,
Create Custom Fields, Crear Campos Personalizados,
Import Data from Spreadsheet, Importar Datos desde Hoja de Cálculo,
Enable Website Tracking, Habilitar Seguimiento en el Sitio Web,
Add an Existing Asset, Agregar un Activo Existente,
Manufacturing Settings, Configuración de Manufactura,
Financial Statements, Estados Financieros,
Review Fixed Asset Accounts, Revisar Cuentas de Activos Fijos,
Introduction to Assets, Introducción a Activos,
Buying Settings, Configuración de Compras,
Introduction to CRM, Introducción a CRM,
Manufacturing Settings, Configuración de Manufactura,
Introduction to Selling, Introducción a Ventas,
Introduction to Stock Entry, Introducción a Entradas de Stock,
Introduction to Website, Introducción al Sitio Web,
Setup Your Letterhead, Configura tu Papelería,
Setup Naming Series, Configurar Series de Nombres,
How to Navigate in ERPNext, Cómo Navegar en ERPNext,
Operation, Operación,
Customize Print Formats, Personalizar Formatos de Impresión,
Production Planning, Planificación de Producción,
Purchase an Asset Item, Comprar un Bien de Activo,
Generate Custom Reports, Generar Informes Personalizados,
Setup Limited Access for a User, Configurar Acceso Limitado para un Usuario,
Routing, Enrutamiento,
Sales Order, Orden de Venta,
Selling Settings, Configuración de Ventas,
Setting up Taxes, Configuración de Impuestos,
Set up your Warehouse, Configura tu Almacén,
Update Stock Opening Balance, Actualizar el Saldo de Apertura de Existencias,
Review Stock Settings, Revisar Configuración de Existencias,
Updating Opening Balances, Actualizar Saldos de Apertura,
Check Stock Projected Qty, Consultar Cantidad Proyectada de Existencias,
View Warehouses, Ver Almacenes,
Create a Warehouse, Crear un Almacén,
Learn about Web Pages, Aprender sobre Páginas Web,
Work Order, Orden de Trabajo,
Setup Approval Workflows, Configurar Flujos de Aprobación,
Workstation, Estación de Trabajo,
Let's Set Up Your Accounts and Taxes.,Vamos a Configurar tus Cuentas e Impuestos.,
"Accounts, Invoices, Taxation, and more.","Cuentas, Facturas, Impuestos y más.",
The Accounts Module is all set up!, ¡El Módulo de Cuentas está completamente configurado!,
Let's Set Up the Assets Module., Vamos a Configurar el Módulo de Activos.,
"Assets, Depreciations, Repairs, and more.","Activos, Depreciaciones, Reparaciones y más.",
The Assets Module is all set up!, ¡El Módulo de Activos está completamente configurado!,
Let's Set Up the Buying Module., Vamos a Configurar el Módulo de Compras.,
"Products, Purchases, Analysis, and more.","Productos, Compras, Análisis y más.",
The Buying Module is all set up!, ¡El Módulo de Compras está completamente configurado!,
Let's Set Up Your CRM., Vamos a Configurar tu CRM.,
"Lead, Opportunity, Customer, and more.","Cliente Potencial, Oportunidad, Cliente y más.",
The CRM Module is all set up!,¡El Módulo de CRM está completamente configurado!,
Customization,Personalización,
"Custom Field, Custom Doctype, Naming Series, Role Permission, Workflow, Print Formats, Reports","Campo Personalizado, Tipo de Documento Personalizado, Series de Nombres, Permiso de Rol, Flujo de Trabajo, Formatos de Impresión, Informes",
Customization onboarding is all done!, ¡La Personalización está completa!,
Let's begin your journey with ERPNext, Comencemos tu viaje con ERPNext,
"Item, Customer, Supplier and Quotation","Producto, Cliente, Proveedor y Cotización",
You're ready to start your journey with ERPNext, Estás listo para comenzar tu viaje con ERPNext,
Let's Set Up the Manufacturing Module., Vamos a Configurar el Módulo de Manufactura.,
"Products, Raw Materials, BOM, Work Order, and more.","Productos, Materias Primas, Lista de Materiales, Orden de Trabajo y más.",
Manufacturing module is all set up!, ¡El Módulo de Manufactura está completamente configurado!,
Let's Set Up the Selling Module., Vamos a Configurar el Módulo de Ventas.,
"Products, Sales, Analysis, and more.","Productos, Ventas, Análisis y más.",
The Selling Module is all set up!, ¡El Módulo de Ventas está completamente configurado!,
Let's Set Up the Stock Module., Vamos a Configurar el Módulo de Inventario.,
"Inventory, Warehouses, Analysis, and more.","Inventario, Almacenes, Análisis y más.",
The Stock Module is all set up!, ¡El Módulo de Inventario está completamente configurado!,
Let's Set Up Your Website., Vamos a Configurar tu Sitio Web.,
"Blogs, Website View Tracking, and more.","Blogs, Seguimiento de Vistas en el Sitio Web y más.",
Your website is all set up!, ¡Tu sitio web está completamente configurado!,
Create Workspace,Crear Espacio de Trabajo,
Show {0} List,Mostrar Lista de {0}s,
You haven't created a {0} yet,Aún no ha creado un(a) {0},
Total {0} Amount,Cantidad de {0} totales,
Total Sales Amount,Importe total de ventas,
Total Qty Sold,Cantidad total vendida,
Total Purchase Amount,Importe total de compras,
Total Qty Purchased,Cantidad total comprada,
Available Stock Qty,Cantidad de stock disponible,
Available Stock Value,Valor del stock disponible,
No Items Found,No se encontraron elementos,
Unit of Measure (UOM), Unidad de medida,
Build,Crea
Cost Center Allocation,Centro de Costos Distribuido,
Main Cost Center,Centro de Costos Principal,
Cost Center Allocation Percentages,Porcentajes de asignación de centros de costos,
Edit Full Form,Editar formulario completo,
Take a quick walk-through of Accounts Settings, Realiza un rápido recorrido por la Configuración de Cuentas,
Let's review existing Asset Category, Vamos a revisar las Categorías de Activos existentes,
Let's create a new Asset item, Creemos un nuevo elemento de Activo,
Let's create a Purchase Receipt, Creemos un Recibo de Compra,
Learn more about Chart of Accounts, Obtén más información sobre el Plan de Cuentas,
Check Stock Ledger, Revisa el Libro Mayor de Inventario,
Let's review your Company, Revisemos tu Compañía,
View Cost Center Tree, Visualiza el Árbol de Centros de Costo,
Let’s create your first Customer, Creemos tu primer Cliente,
Let’s create your first Material Request, Creemos tu primera Solicitud de Material,
Let’s create your first Quotation, Creemos tu primera Cotización,
Create Sales Order, Crea una Orden de Venta,
Create a Material Transfer Entry, Crea una Entrada de Transferencia de Material,
Let’s create your first Supplier, Creemos tu primer Proveedor,
Let’s create your first  warehouse , Creemos tu primer almacén,
Create a new Item, Crea un nuevo Producto,
Create your first Bill of Materials, Crea tu primera Lista de Materiales,
Create an Item, Crea un Producto,
Let’s create your first Purchase Invoice, Creemos tu primera Factura de Compra,
Let’s create your first Purchase Order, Creemos tu primera Orden de Compra,
Learn more about creating new DocTypes, Obtén más información sobre cómo crear nuevos Tipos de Documentos,
Learn how to add Custom Fields, Aprende cómo agregar Campos Personalizados,
Learn more about data migration, Obtén más información sobre la migración de datos,
Add an existing Asset, Agrega un Activo existente,
Take a walk-through of Manufacturing Settings, Realiza un recorrido por la Configuración de Manufactura,
Let's walk-through Chart of Accounts to review setup, Realicemos un recorrido por el Plan de Cuentas para revisar la configuración,
Let’s walk-through few Buying Settings, Realicemos un recorrido por algunas Configuraciones de Compras,
Let’s setup your first Letter Head, Configuremos tu primer Membrete,
Learn about Navigation options, Aprende acerca de las opciones de Navegación,
Let’s create an Operation, Creemos una Operación,
Learn about Standard and Custom Print Formats, Aprende sobre los Formatos de Impresión Estándar y Personalizados,
Learn more about Production Planning, Obtén más información sobre la Planificación de la Producción,
Learn more about Report Builders, Conoce más sobre la Creación de Informes,
Check help to setup Routing, Consulta la ayuda para configurar el Enrutamiento,
Let’s convert your first Sales Order against a Quotation, Convirtamos tu primera Orden de Venta en una Cotización,
Let’s walk-through Selling Settings, Realicemos un recorrido por las Configuraciones de Ventas,
Manage Sales Tax Templates, Administra Plantillas de Impuestos a las ventas,
Let’s create a stock opening entry, Creemos una entrada de Apertura de Inventario,
Take a walk through Stock Settings, Realiza un recorrido por las Configuraciones de Inventario,
Learn how to update opening balances, Aprende cómo actualizar los saldos de apertura,
Check Stock Projected Qty, Verifica la Cantidad Proyectada en Inventario,
Create your first Work Order, Crea tu primera Orden de Trabajo,
Let’s create a Workstation, Creemos una Estación de Trabajo.,
Territory Wise Sales,Ventas territoriales,
Forecasting,Proyección,
Work Order Consumed Materials,Materiales consumidos en orden de trabajo,
Delayed Tasks Summary,Resumen de tareas retrasadas,
Loan Interest Report,Informe de intereses del préstamo,
Loan Security Exposure,Riesgo de seguridad de préstamos,
Applicant-Wise Loan Security Exposure,Riesgo por seguridad de préstamos por solicitante,
Loan Write Off,Cancelación de préstamo,
Workspace,Espacio de Trabajo,
Packages,Paquetes,
Package,Paquete,
Package Import,Importación de paquetes,
Models,Modelos,
Client Script,Script del Cliente,
System Logs,Registros del sistema,
Scheduled Jobs Logs,Registros de trabajos programados,
Error Logs,Registros de errores,
Communication Logs,Registros de comunicación,
Integrations,Integraciones,
Allow Purchase,Permitir compra,
Grant Commission,Otorga comisión,
Allow Sales,Permitir ventas,
Is Rate Adjustment Entry (Debit Note), Es ajuste de tarifa (Nota de Débito),
Issue a debit note with 0 qty against an existing Sales Invoice, Emite una nota de débito con una cantidad de 0 contra una factura de venta existente,
Use Company default Cost Center for Round off, Utilizar el Centro de Costos predeterminado de la empresa para el redondeo,
Is Cash or Non Trade Discount, ¿Es efectivo o un descuento no comercial?,
Edit Posting Date and Time, Editar fecha y hora de contabilización,
Contact & Address, Contacto & Dirección,
Fetch Timesheet, Obtener Hoja de Horas,
Copy to Clipboard,Copiar al Portapapeles,
Log out,Cerrar sesión,
Message,Mensaje,
Asset Capitalization,Capitalización de activos,
Dispatch Address Name,Nombre de la dirección de despacho,
{0} changed value of {1},{0} cambió el valor de {1},
{0} from {1} to {2},{0} de {1} a {2},
You created this {0},Creado por usted {0},
You edited this {0},Editado por usted {0},
No activities to show,No hay actividades para mostrar,
Rank,Clasificación,
Monthly Rank,Clasificación mensual,
{0} records are retained for {1} days.,Los registros de {0} son retenidos por {1} días.
You can change the retention policy from {0}.,Usted puede cambiar la política de retención desde {0}.,
{0} records are not automatically deleted.,{0} registros no se eliminan automáticamente.,
Edit Filters,Editar Filtros,
Energy Points,Puntos de Energía,
Warehouse wise Stock Value,Valor de stock por almacén,
Quick Access,Accesos Rápidos,
Quick Access ,Accesos Rápidos,
Your Shortcuts,Accesos Rápidos,
Masters & Reports,Reportes y Masters,
Masters &amp; Reports,Reportes y Masters,
Reports & Masters,Reportes y Masters,
Items & Pricing,Productos y Precios,
Bank Reconciliation Tool,Herramienta de conciliación bancaria,
Tax Detail,Detalle de impuestos,
Purchase Order Trends,Tendencias de órdenes de compra,
Purchase Order Trends Report,Reporte de tendencias de órdenes de compra,
Key Reports,Reportes Clave,
Sales Order Trends,Tendencias de órdenes de ventas,
Share Ledger,Libro Mayor de acciones,
Sales Funnel,Embudo de ventas,
Sales Partner Target Variance based on Item Group ,Variación objetivo del vendedor por grupo de producto,
Opportunity Summary by Sales Stage,Resumen de oportunidades por etapa de ventas,
Prospect,Prospecto,
Loan Repayment,Pago de préstamo,
Elements,Elementos,
Documents,Documentos,
Settings,Configuraciones,
Integrations,Integraciones,
No New notifications,No hay notificaciones nuevas,
Looks like you haven’t received any notifications.,Parece que aún no ha recibido notificaciones.,
There are no upcoming events for you.,No hay eventos próximos para usted.,
You edited this {0},Editado por usted {0},
{0} edited this {1},{0} editó esto {1},
{0} created this {1},{0} creó esto {1},
Users List,Lista de Usuarios,
Filters,Filtros,
Advanced Filters,Filtros Avanzados,
New User,Nuevo Usuario,
Workspace,Espacio de Trabajo,
Users Shortcut,Atajo de Usuarios,
Select Customer,Seleccionar Cliente,
Select Item,Seleccionar Artículo,
Awesomebar,Barra Increíble,
Workspace List,Lista de Espacios de Trabajo,
Users Workspace,Espacios de Trabajo de Usuarios,
Item Code,Código de Artículo,
Item Name,Nombre de Artículo,
Item Group,Grupo de Artículos,
Default Unit of Measurement,Unidad de Medida Predeterminada,
Standard Selling Rate,Tarifa de Venta Estándar,
Doctype,Tipo de Documento,
Style Settings,Configuración de Estilo,
Custom CSS,CSS Personalizado,
Custom Format,Formato Personalizado,
Print Format Type,Tipo de Formato de Impresión,
Code,Código,
Default Currency,Moneda Predeterminada,
Address & Contact,Dirección y Contacto,
Accounts Settings,Configuración de Cuentas,
Enable Perpetual Inventory,Habilitar Inventario Perpetuo,
Module,Módulo,
Custom Fields,Campos Personalizados,
Document,Documento,
Label,Etiqueta,
Insert After,Insertar Después,
Field Type,Tipo de Campo,
Is Mandatory Field,Es Campo Obligatorio,
Quotation To,Cotización Para,
Party,Cliente,
Items,Artículos,
Sales Taxes and Charges,Impuestos y Cargos de Venta,
Full Name,Nombre Completo,
Letter Head Name,Nombre del Encabezado de Carta,
Image,Imagen,
Default Letter Head,Encabezado de Carta Predeterminado,
Asset Item Code,Código de Artículo de Activo,
Asset Item Name,Nombre de Artículo de Activo,
Item Group,Grupo de Artículos,
Is this a Fixed Asset?,¿Es Esto un Activo Fijo?,
Auto Create Asset on Purchase,Crear Automáticamente el Activo en la Compra,
Asset Category,Categoría de Activo,
Asset Naming Series,Serie de Nomenclatura,
Item Code,Código de Artículo,
Location,Ubicación,
Is Existing Asset?,¿Es un Activo Existente?,
Available For Use Date,Fecha de Disponibilidad para Uso,
Gross Purchase Amount,Monto Bruto de Compra,
Purchase Date,Fecha de Compra,
Calculate Depreciation,Calcular Depreciación,
Accumulated Depreciation,Depreciación Acumulada,
Purpose,Propósito,
Posting Date,Fecha de Contabilización,
Items,Artículos,
Stock Entry Type,Tipo de Entrada de Inventario,
Default Target Warehouse,Almacén de Destino Predeterminado,
Items,Artículos,
Warehouse Name,Nombre de Almacén,
Account,Cuenta,
Supplier,Proveedor,
Items,Artículos,
Asset Category Name,Nombre de la Categoría de Activo,
Enable CWIP Accounting,Habilitar Contabilidad CWIP,
Finance Book Detail,Detalle del Libro de Finanzas,
Accounts,Cuentas,
Title,Título,
Company,Empresa,
Is this Default Tax Template?,¿Es esta la Plantilla de Impuestos Predeterminada?,
Taxes Table,Tabla de Impuestos,
Item Naming By,Nomenclatura de Artículos por,
Default Warehouse,Almacén Predeterminado,
Default Valuation Method,Método de Valoración Predeterminado,
Supplier,Proveedor,
Required By,Requerido por,
Items Table,Tabla de Artículos,
Item Code,Código de Artículo,
Quantity,Cantidad,
Purpose,Propósito,
Required By,Requerido por,
Target Warehouse,Almacén de Destino,
Items,Artículos,
Item Code,Código de Artículo,
Quantity,Cantidad,
Supplier Naming By,Nomenclatura de Proveedores por,
Default Supplier Group,Grupo de Proveedores Predeterminado,
Default Buying Price List,Lista de Precios de Compra Predeterminada,
Purchase Order Required,Se Requiere Orden de Compra,
Purchase Receipt Required,Se Requiere Recibo de Compra,
Select Customer,Seleccionar Cliente,
List of items,Lista de Artículos,
Select Item,Seleccionar Artículo,
Enter Quantity,Ingresar Cantidad,
Enter Rate,Ingresar Tarifa,
Add Sales Taxes and Charges,Agregar Impuestos y Cargos de Venta,
Customer Naming By,Nomenclatura de Clientes por,
